Random;PHR
R2;77.02889943
R3;74.90327675
R3;74.91012258
R2;77.02338701
R2;76.99846436
R3;74.91467853
R1;75.01037004
R2;77.01268425
R3;74.91980877
R1;75.01257414
R1;75.00555359
R2;77.02584905
R3;74.89618797
R2;77.00610271
R2;77.00171679
R1;75.00230409
R2;76.99761017
R3;74.89936242
R2;77.00727104
R2;77.00974774
R2;76.99818665
R2;77.01885994
R2;77.01126352
R3;74.88924671
R3;74.89912249
R2;77.00985219
R1;75.03307663
R1;75.01120639
R1;75.00484275
R3;74.89353432
R2;77.01121882
R2;77.00752229
R2;77.01430194
R1;75.0322732
R1;74.9961165
R3;74.90909515
R1;75.01712806
R2;77.00845405
R2;77.01148641
R3;74.89460685
R3;74.90580146
R2;76.99625893
R1;75.00444192
R2;77.02490394
R1;75.03001614
R2;77.01690831
R2;77.02122391
R3;74.89466231
R1;74.99626777
R3;74.89814692
R1;75.00313296
R2;77.01984542
R1;75.01106181
R3;74.9137995
R1;75.00551016
R1;75.00337547
R1;74.99973378
R3;74.91734101
R1;75.01067236
R2;77.01169305
R3;74.89920404
R2;76.99949663
R1;75.01166407
R1;74.98804338
R1;75.01763299
R3;74.89422888
R2;77.0092334
R2;77.00677514
R2;76.99116234
R1;75.00381884
R3;74.90119298
R2;77.0180933
R1;75.0194462
R1;74.99914381
R2;77.00420621
R2;77.00912222
R1;75.00851956
R3;74.90855585
R1;75.02613282
R1;75.00765974
R3;74.91418782
R1;74.99961573
R3;74.89404594
R1;75.0108245
R2;77.01398496
R3;74.89615527
R3;74.90049563
R3;74.91359358
R3;74.89087369
R1;75.01815896
R3;74.89593692
R2;77.01128522
R3;74.88872196
R3;74.8980153
R3;74.88159895
R3;74.91127649
R1;75.00755942
R2;77.00315432
R2;77.0169341
R3;74.88583864
R1;75.01208546
R1;75.00517068
R2;77.00421632
R1;75.016368
R1;75.01370744
R1;75.01763274
R1;75.00013454
R2;76.98895313
R2;77.00276774
R1;75.01663348
R3;74.88684119
R2;77.001986
R1;75.0210698
R2;77.01232798
R2;76.99754238
R3;74.89917858
R3;74.90772219
R3;74.93301448
R1;75.02424537
R1;75.00079393
R3;74.8940162
R3;74.92827953
R2;77.0149247
R2;77.00443763
R1;75.02787829
R1;75.00666086
R1;75.01461488
R3;74.89179384
R3;74.91986134
R2;77.03249522
R1;75.02176697
R1;75.02345797
R2;77.0106731
R3;74.90968357
R1;75.02818542
R1;75.01089251
R1;75.00993779
R2;77.02129007
R1;75.00088302
R1;75.0109793
R1;75.01329204
R2;77.01887251
R1;75.01302985
R1;75.00323003
R3;74.89816353
R2;77.00067773
R3;74.91280088
R3;74.89600424
R3;74.88191593
R3;74.892372
R3;74.91035384
R3;74.8943028
R3;74.88203638
R3;74.88851482
R3;74.91546963
R1;75.00489024
R2;77.00653227
R1;75.01317902
R3;74.89255073
R1;75.00472064
R1;74.99948318
R3;74.89586989
R3;74.88633162
R3;74.88593155
R1;75.01568757
R3;74.89065138
R1;75.00879145
R1;75.01135023
R3;74.8874068
R1;74.99397485
R2;77.00087372
R1;75.01711408
R1;75.0020361
R1;75.01723165
R2;77.0105649
R3;74.91321372
R1;75.02317933
R1;75.00807573
R1;75.00380147
R2;77.01372701
R3;74.89763675
R1;74.99463896
R1;75.01984175
R2;77.01100176
R3;74.87125047
R3;74.90359142
R3;74.89776454
R3;74.89628022
R3;74.88146764
R2;77.00584701
R3;74.89351822
R1;75.01376724
R3;74.89671845
R1;75.0098092
R3;74.89039843
R3;74.90031725
R1;75.01745168
R2;76.99935301
R2;77.01804508
R1;75.02373346
R3;74.89953063
R1;75.02639949
R1;75.01126239
R1;75.02536161
R1;75.01371314
R1;75.01205814
R2;77.01472535
R2;76.9995919
R3;74.88910835
R1;74.99453363
R1;75.01295728
R1;75.01028675
R1;74.99900585
R1;74.98849547
R1;75.01773932
R3;74.88964753
R2;77.00835701
R1;75.0059758
R1;75.02964988
R1;75.01842561
R1;75.01737065
R2;77.03237457
R3;74.89042512
R2;77.01349876
R3;74.8780215
R3;74.89019134
R3;74.88832313
R1;75.01822734
R1;75.01392853
R2;77.01268692
R3;74.89061901
R2;77.01041613
R1;74.9831275
R1;74.99504455
R2;77.00567305
R2;77.01120864
R3;74.90424621
R2;77.01685866
R2;77.01149362
R1;75.01449307
R2;77.01173944
R1;74.98649045
R2;76.99903332
R2;77.01563144
R1;75.00052927
R3;74.90753264
R1;75.00618255
R1;75.00477099
R2;77.00457594
R3;74.89751138
R3;74.91190826
R2;77.01148123
R3;74.87689378
R1;75.0256131
R2;77.01002037
R2;77.00624635
R3;74.89890554
R1;75.00439341
R1;75.01132448
R1;74.98830257
R1;75.03400341
R2;77.02685505
R3;74.90341631
R1;74.99738218
R2;77.01062808
R2;77.01727263
R3;74.90494224
R2;77.02066
R3;74.89932096
R2;77.01251431
R1;75.00885074
R2;77.00188025
R3;74.9101311
R3;74.91873397
R3;74.89913725
R3;74.90525769
R1;75.0242023
R1;75.01022121
R1;74.99312787
R2;77.01682436
R2;77.01366222
R1;74.99800177
R2;77.01634641
R1;75.00990716
R3;74.9066666
R3;74.90334736
R3;74.88913849
R3;74.89196277
R1;75.00776223
R2;77.00860862
R1;74.99826682
R2;77.02332146
R1;75.00732042
R3;74.89675596
R1;74.99612293
R2;77.00474264
R1;75.00838573
R2;77.0187693
R1;75.0032746
R2;77.01647572
R2;77.01305568
R3;74.89688554
R2;77.02783131
R1;75.00586259
R3;74.91765803
R1;74.99630417
R3;74.90355873
R2;77.02706242
R2;77.00349127
R3;74.90595686
R2;77.00673542
R3;74.89092242
R2;77.00974017
R1;75.01522372
R2;77.01678828
R1;75.00275746
R2;77.01348486
R2;77.00197588
R3;74.89450782
R3;74.89212264
R2;77.00588307
R1;75.02715077
R2;77.00962637
R3;74.90744566
R3;74.89737354
R3;74.91081957
R2;77.01112323
R2;77.01741284
R3;74.91203983
R3;74.91187652
R2;77.00453219
R3;74.90049308
R3;74.91167661
R3;74.89426414
R3;74.90455297
R3;74.91081167
R2;77.00659087
R3;74.89979669
R1;75.01282566
R2;77.01294523
R2;77.018211
R1;75.00589536
R3;74.90776064
R2;77.00383564
R3;74.90886032
R2;77.02050424
R3;74.90599324
R1;74.98847734
R2;77.01444901
R2;76.99903269
R3;74.90821463
R2;76.98132127
R3;74.88783832
R2;76.99697937
R1;75.02617526
R2;77.0054535
R1;75.02287754
R3;74.89854257
R1;75.01730968
R2;76.99873271
R2;77.00132629
R2;77.00698192
R1;75.0174162
R3;74.89146969
R3;74.90693972
R2;77.01798617
R3;74.90557609
R2;77.00046912
R2;77.00371351
R1;75.00589752
R2;77.00800664
R1;75.01469395
R1;75.01179678
R3;74.89828031
R3;74.9071867
R1;75.01664194
R3;74.92531344
R3;74.90120886
R2;77.01959175
R1;75.00150035
R1;75.00510777
R2;76.99662217
R1;75.02065955
R1;74.99499403
R3;74.89329739
R2;77.00815418
R3;74.88072388
R3;74.88785625
R2;77.01378005
R3;74.90591567
R1;75.01310381
R3;74.90698649
R3;74.90340792
R2;76.99726591
R3;74.89649558
R1;75.00787059
R1;74.99961267
R2;77.00482741
R2;77.00661786
R2;77.01566749
R1;75.00929695
R1;75.0115536
R2;77.01238422
R3;74.8900227
R3;74.88751091
R2;76.9978461
R3;74.91213322
R3;74.89127164
R3;74.90465163
R3;74.88412285
R2;77.00248646
R3;74.9001533
R2;77.00278461
R3;74.87932017
R2;76.99472491
R3;74.90026856
R1;75.01391518
R3;74.89545373
R2;77.01979751
R3;74.90933419
R2;77.00253376
R1;75.01642102
R2;77.00529551
R1;75.02507268
R1;75.01453335
R1;75.00545699
R2;77.02546368
R3;74.91080699
R1;75.01180228
R2;76.99989323
R2;77.0180821
R3;74.90814157
R2;77.02025359
R1;75.01127648
R1;75.01353423
R1;74.99516908
R2;77.01393525
R1;75.01267722
R2;77.00998698
R2;77.01161579
R1;75.01268329
R1;74.99116674
R3;74.91112483
R1;75.02417768
R3;74.92032671
R3;74.89493433
R2;77.01729102
R3;74.90168691
R1;75.01308557
R2;77.002883
R2;77.02210523
R2;77.01952196
R2;76.99855735
R1;75.00338829
R3;74.90199262
R1;75.00668494
R1;75.01317776
R2;77.00734917
R1;74.99919842
R2;77.01395682
R2;77.02037323
R1;75.01185408
R2;77.01662435
R3;74.89929832
R2;77.03097718
R2;77.00686408
R1;75.0006289
R3;74.9040094
R2;76.99551441
R1;75.02301453
R1;75.00743838
R1;75.0281849
R2;77.02027114
R2;77.01871748
R3;74.89460548
R3;74.8856435
R2;76.99104025
R3;74.89611322
R3;74.89701491
R2;77.02218005
R1;75.00062302
R3;74.91307884
R2;76.99647678
R2;77.01384548
R3;74.90474956
R1;74.99784391
R1;75.01562031
R3;74.89787539
R1;75.00820196
R2;76.99496835
R3;74.89888146
R2;77.01131446
R2;77.01894632
R1;75.00505323
R3;74.89741851
R3;74.90406933
R2;77.00382194
R2;77.0163147
R3;74.90631839
R2;77.02262346
R1;74.99842246
R3;74.88899385
R2;77.00254535
R3;74.90529707
R1;75.00973444
R2;76.99234818
R1;75.01097067
R2;77.00706925
R1;74.99074475
R3;74.89984274
R1;75.02222178
R1;74.98559969
R3;74.90933104
R2;76.9920935
R2;77.01513453
R1;75.00724658
R1;75.01169788
R3;74.87956417
R1;75.01921742
R1;75.0030663
R3;74.9014404
R1;75.00726179
R1;75.02206078
R3;74.90372028
R3;74.89894207
R1;74.99901337
R3;74.89530989
R3;74.90656021
R3;74.89354264
R1;75.01448587
R1;75.00883688
R1;75.01161042
R1;75.00914097
R1;75.00301255
R2;77.00185388
R2;77.010622
R2;77.01529467
R2;77.01418141
R3;74.89368885
R3;74.9030205
R2;77.02226363
R1;75.01978787
R2;77.01924657
R2;77.01653522
R1;74.9973834
R2;76.99378347
R2;77.00074777
R2;77.01168747
R3;74.89202055
R3;74.92305859
R1;75.01887533
R1;75.01094454
R2;77.00344991
R1;74.98770734
R1;75.00127685
R3;74.88848825
R1;75.01146329
R2;77.02647349
R3;74.89629666
R1;75.0117672
R3;74.90901128
R3;74.90190644
R2;77.00809117
R2;77.00876672
R3;74.89079188
R3;74.88620343
R2;77.0312417
R2;77.02094508
R1;75.02628108
R3;74.90191585
R1;75.01117619
R2;77.00762579
R2;77.01135496
R3;74.8997975
R2;77.00455621
R2;76.99753272
R3;74.89215291
R2;77.01859942
R2;76.99394559
R3;74.90745469
R3;74.91268459
R1;75.02115734
R3;74.90324476
R3;74.90032349
R3;74.89968892
R2;77.0059007
R3;74.93009756
R1;75.01089835
R2;77.00275792
R3;74.90719193
R3;74.89135397
R3;74.88263479
R1;75.00805609
R3;74.89289934
R1;75.00329514
R3;74.89231692
R1;75.00477555
R3;74.90136018
R3;74.89892503
R3;74.90746095
R1;75.00235924
R3;74.89312813
R2;77.01610031
R1;75.0135657
R3;74.92143379
R1;75.01183474
R2;76.99918931
R1;75.01028396
R2;77.02350385
R3;74.89697515
R2;77.00629457
R2;77.02125786
R3;74.91403861
R2;77.01304211
R3;74.9046603
R3;74.91259102
R2;77.00701255
R1;75.02181411
R2;76.99865746
R3;74.90187738
R2;76.99338543
R1;74.99640029
R2;77.01063704
R3;74.88630664
R3;74.90688483
R3;74.89743313
R1;75.00506439
R3;74.90926941
R3;74.87947264
R1;75.00304084
R3;74.89312418
R3;74.91255893
R1;74.99684218
R1;74.99583017
R3;74.90320365
R3;74.89858961
R2;77.01258723
R2;77.00854625
R1;74.99489563
R2;77.02358307
R3;74.88102772
R3;74.89572264
R2;77.01002104
R1;75.01537452
R2;77.0178488
R2;77.00366337
R1;75.01749722
R1;75.00393526
R3;74.89583344
R2;77.01363684
R2;77.02617054
R1;74.9930214
R2;77.01743622
R2;77.01569162
R3;74.89936487
R2;77.02441354
R1;75.0104678
R1;75.00095992
R3;74.90443539
R3;74.88814847
R1;75.03257383
R1;75.02172202
R1;75.00372793
R2;77.00655447
R2;77.01715028
R3;74.90405624
R2;77.01558082
R1;75.00800999
R1;75.02221912
R3;74.89509248
R1;75.02710961
R1;75.01008325
R1;75.00236506
R3;74.9068205
R2;76.99740867
R2;77.01588527
R2;77.00610713
R2;77.01865231
R1;75.01137523
R2;76.98323062
R2;77.01595894
R3;74.89314585
R3;74.88293289
R1;75.00838264
R1;75.00908405
R2;77.00182571
R3;74.90188121
R3;74.90014341
R3;74.90389388
R1;75.00463799
R1;75.01894343
R3;74.89557755
R3;74.91105702
R3;74.87918511
R1;75.02460736
R2;77.00135219
R3;74.89755317
R2;77.00695874
R1;75.01635933
R3;74.89773498
R1;75.00099379
R2;76.9998336
R1;75.01851031
R2;77.00869361
R1;75.00622812
R2;77.00661033
R3;74.92126392
R1;75.0043143
R1;74.99499312
R1;75.00988722
R2;77.00549684
R2;77.01868405
R2;77.00859751
R2;77.021923
R3;74.89019863
R2;77.00551929
R1;75.01330851
R2;77.01998276
R2;77.03661265
R1;75.01606357
R1;75.02065515
R1;75.02379775
R3;74.89082912
R1;75.0098802
R3;74.91898973
R1;74.99924691
R1;75.01651272
R2;76.99439354
R1;75.01332682
R1;75.00803622
R2;77.00548889
R3;74.9169513
R1;75.01882231
R1;75.0123735
R1;75.00627613
R1;75.00322934
R1;75.01741804
R1;75.00706755
R3;74.88234209
R2;77.01782671
R1;75.01387931
R3;74.91793997
R1;75.0017464
R3;74.90319059
R1;75.01252578
R2;77.01613767
R3;74.89426217
R2;76.99181273
R2;77.01011235
R2;77.02717031
R3;74.89957522
R3;74.89162133
R2;77.0215877
R1;75.00709571
R2;77.00478217
R2;77.01871513
R2;77.00857681
R1;74.99249017
R3;74.89615225
R2;77.00481258
R3;74.90337315
R1;75.00898852
R3;74.89553262
R2;77.00968055
R3;74.9044393
R1;75.01436871
R1;75.01935104
R3;74.89455092
R3;74.89823722
R1;74.98743788
R1;75.00838365
R2;77.00481975
R3;74.90790429
R2;77.00669877
R2;77.030018
R1;75.02284712
R2;77.0023661
R2;77.01361133
R3;74.90576412
R3;74.90642787
R1;75.0110012
R3;74.89769196
R3;74.91431918
R1;75.00163662
R1;75.00472831
R2;77.0159487
R1;75.01933261
R2;76.98690107
R3;74.90453749
R3;74.90063684
R3;74.90579716
R1;75.02621225
R1;74.99512985
R3;74.90540965
R1;75.02561017
R3;74.91495676
R1;75.00306259
R3;74.8833538
R3;74.89518679
R3;74.89353466
R2;77.02718066
R1;75.02511305
R1;75.02623908
R3;74.89665415
R3;74.89093256
R2;77.0217452
R3;74.88726003
R2;77.01098379
R2;77.00779498
R2;77.01690803
R2;77.01198827
R2;77.01367936
R1;75.02080003
R2;77.02087188
R3;74.90277167
R2;77.00117849
R1;75.00390468
R3;74.91199627
R3;74.893813
R3;74.90584981
R3;74.91635861
R1;75.00568651
R2;77.01275095
R1;75.00054806
R1;75.00593324
R3;74.87936857
R3;74.90569299
R3;74.90952496
R2;77.00952142
R3;74.9024876
R3;74.89257466
R1;74.99843153
R1;75.00571154
R2;77.00857883
R1;75.01656814
R2;77.01172778
R2;77.01350666
R1;75.02420717
R2;77.00736952
R2;77.00900147
R3;74.90748437
R3;74.89612068
R3;74.88919032
R1;75.01508734
R3;74.91460761
R3;74.87644659
R1;74.9955779
R1;75.00508912
R1;75.00282299
R2;76.99679594
R3;74.90040815
R3;74.89893475
R1;75.01245612
R3;74.88604783
R3;74.89100137
R2;76.9984299
R1;75.00872214
R3;74.9199274
R2;77.01414507
R2;77.02840443
R1;75.00679193
R2;77.02010301
R1;75.0071934
R2;77.01494339
R3;74.90554688
R1;74.98405989
R3;74.91925116
R3;74.89680193
R1;75.002914
R2;77.00582031
R3;74.90270988
R1;75.01927708
R3;74.92085011
R2;77.00530363
R2;77.00349094
R3;74.89599506
R1;74.99660931
R2;77.01093965
R1;75.02548207
R2;77.00714402
R2;77.00902812
R3;74.90290157
R1;75.02343301
R2;76.9969924
R2;76.99610348
R1;75.02588378
R3;74.89380401
R1;75.01735878
R3;74.88495549
R2;77.00966846
R1;75.01242311
R1;75.02756989
R1;75.00204718
R1;75.01160966
R2;77.02258754
R2;77.02073329
R2;77.00860201
R1;75.02918015
R1;75.02050391
R3;74.90848175
R2;77.01682093
R2;77.00876311
R3;74.92689536
R2;77.01177497
R1;75.01726391
R1;75.01098439
R3;74.90304573
R3;74.89738093
R2;77.01647664
R2;77.00612979
R2;77.02094403
R2;77.0059796
R3;74.87996806
R2;77.02307235
R1;75.02647139
R3;74.90292842
R2;77.01254417
R3;74.8960624
R3;74.90688092
R1;74.98790546
R2;77.02188417
R3;74.89412121
R3;74.90319025
R2;77.01997592
R3;74.88814311
R1;75.01944076
R2;77.02310472
R2;77.00062146
R1;75.02794687
R1;75.01393636
R1;75.00362508
R3;74.89761549
R3;74.90741989
R3;74.89361172
R3;74.89445706
R2;77.01398268
R3;74.9046888
R1;75.00637295
R3;74.91519157
R3;74.89921842
R2;77.02228084
R1;75.01393888
R3;74.89506046
R2;77.02448059
R1;75.00531975
R1;75.01157797
R1;75.01902972
R2;76.99555017
R2;77.02283544
R3;74.90442277
R3;74.91213015
R1;75.01009197
R2;77.00968106
R3;74.8888627
R3;74.89060585
R2;77.0249547
R3;74.89126976
R1;75.013355
R3;74.88123383
R3;74.89791341
R2;76.99944284
R1;75.00115276
R2;77.00582854
R2;77.02320084
R1;75.00026592
R2;77.016715
R1;75.0010561
R3;74.89785318
R3;74.88975954
R2;77.01156173
R2;77.00528345
R2;76.99748083
R1;75.00094447
R1;75.02083216
R2;76.99645246
R2;77.00787793
R3;74.9008273
R2;77.01054325
R1;75.0201657
R2;77.01212497
R3;74.8943533
R3;74.91742126
R2;76.98794879
R2;76.99612019
R1;75.01648165
R3;74.91417208
R3;74.89848996
R1;75.03228014
R3;74.9012435
R2;77.00890373
R3;74.88646125
R2;77.00852341
R3;74.92085858
R3;74.90407291
R1;75.01137508
R3;74.90337504
R2;77.01081682
R3;74.90401565
R2;77.00091355
R3;74.89741545
R2;76.99945018
R1;74.99323719
R2;77.00992715
R1;75.00952042
R3;74.8877572
R2;77.00325053
R2;76.98528495
R3;74.90568379
R3;74.90739335
R2;77.00271678
R3;74.89503855
R3;74.90181894
R1;74.9966363
R2;77.01574244
R2;77.01211007
R3;74.9065481
R1;75.00388511
R3;74.91798331
R2;77.00670281
R3;74.87661851
R2;77.00292992
R3;74.90088801
R1;75.00143963
R2;77.01083993
R2;77.01707362
R2;77.00627932
R3;74.88807648
R2;77.00898785
R2;77.01119705
R1;75.00397934
R2;77.00761824
R3;74.88757634
R1;75.00783282
R1;75.02990063
R3;74.8855212
R2;77.02808322
R1;75.02062075
R1;74.99649325
R1;75.02555666
R1;75.01151492
R1;75.00065725
R3;74.89610832
R1;75.01004503
R3;74.8983207
R2;77.02256233
R1;75.02351041
R2;77.01260187
R3;74.9017742
R3;74.92322215
R1;75.00229164
R1;75.01161548
R3;74.89826723
R2;77.01856363
R1;75.01008321
R2;77.01141572
R1;75.02371481
R2;77.02267896
R3;74.89911942
R1;75.02906355
R1;75.01010409
R3;74.89044758
R3;74.89314436
R3;74.8962958
R2;77.01655466
R1;74.99940528
R1;75.02043874
R3;74.90082756
R3;74.87774736
R1;74.99023933
R1;74.99154141
R1;75.00539271
R3;74.89329515
R1;75.02139196
R1;75.02428524
R2;77.00813007
R3;74.90620847
R1;75.02761665
R3;74.91387745
R2;77.00607751
R3;74.9005046
R1;75.02047751
R2;76.99266181
R1;75.01104243
R2;77.00933493
R3;74.90602524
R3;74.89484986
R1;51.05365767
R2;60.14424678
R1;51.05475285
R3;66.44926214
R2;60.15770498
R2;60.1637138
R3;66.44820075
R2;60.14636454
R1;51.06024184
R3;66.43142882
R3;66.45418486
R1;51.05097631
R3;66.44452117
R3;66.45528336
R3;66.44319559
R3;66.45472851
R3;66.43514467
R1;51.07221439
R1;51.05925494
R3;66.43006189
R3;66.43244473
R2;60.14866664
R2;60.16319289
R1;51.06481738
R1;51.05302804
R3;66.43896487
R1;51.06499007
R1;51.04852249
R2;60.1599664
R2;60.1557783
R2;60.1534696
R3;66.45382944
R3;66.45366472
R3;66.46161903
R1;51.07750178
R2;60.1657485
R2;60.17017056
R1;51.05462164
R1;51.06418712
R2;60.15069683
R1;51.06018505
R3;66.45633464
R2;60.16736112
R3;66.45631593
R3;66.44065483
R1;51.04824456
R1;51.08113055
R3;66.45859641
R3;66.46049543
R1;51.04571836
R2;60.15825235
R2;60.15310925
R1;51.05383479
R2;60.15735725
R3;66.45764454
R3;66.45356058
R3;66.45749188
R1;51.08203399
R2;60.14868319
R2;60.15072812
R1;51.05345525
R1;51.0701165
R3;66.44968827
R1;51.06084877
R2;60.17329183
R2;60.15392051
R2;60.17584918
R1;51.0520204
R1;51.04366914
R2;60.15707457
R1;51.05418354
R3;66.44950206
R3;66.44826264
R2;60.16611935
R3;66.44375742
R3;66.44434455
R2;60.16798446
R1;51.03917073
R2;60.1555653
R3;66.44711365
R3;66.43979414
R1;51.06668574
R1;51.05298348
R1;51.05452863
R2;60.15955891
R2;60.17533383
R2;60.17187091
R1;51.05948114
R1;51.04999144
R1;51.05093162
R3;66.46264274
R1;51.06714488
R2;60.15968363
R2;60.16432417
R3;66.45319146
R2;60.15666175
R2;60.14808798
R2;60.16871091
R2;60.1531541
R1;51.06158854
R3;66.45062976
R2;60.16800754
R2;60.16909609
R3;66.45006168
R2;60.15245785
R1;51.04460914
R3;66.4457284
R1;51.06809584
R2;60.16167947
R3;66.44569201
R1;51.06613824
R2;60.15362967
R3;66.47136619
R2;60.17844759
R3;66.45005764
R2;60.15174598
R3;66.45897307
R1;51.06900881
R3;66.45049536
R3;66.45271088
R1;51.05040432
R3;66.45347263
R2;60.15543921
R1;51.05182478
R3;66.45748152
R1;51.05949112
R1;51.06568122
R2;60.14553427
R2;60.1667933
R1;51.05452566
R2;60.15736784
R2;60.13794477
R3;66.46637053
R2;60.1524167
R2;60.15741792
R1;51.06362868
R3;66.43995201
R2;60.16379722
R2;60.16844958
R2;60.16750147
R1;51.05250249
R3;66.43975274
R3;66.47527779
R1;51.08206722
R2;60.16784148
R3;66.46128569
R1;51.05583921
R2;60.16563497
R1;51.06463155
R1;51.04010433
R3;66.43742924
R1;51.06834612
R2;60.16741343
R1;51.04718724
R2;60.1473298
R2;60.15946082
R1;51.06790979
R1;51.06490415
R1;51.06574477
R3;66.44726276
R2;60.1426692
R2;60.15595485
R1;51.05890444
R1;51.08619147
R1;51.05877935
R1;51.06500947
R1;51.05872854
R2;60.17462756
R2;60.16311242
R1;51.05825483
R1;51.05442884
R1;51.06577571
R1;51.04949532
R3;66.43467467
R2;60.14539704
R1;51.06279777
R3;66.45817333
R3;66.45521836
R2;60.18307407
R3;66.44838715
R3;66.44669532
R3;66.46490901
R1;51.06515479
R3;66.45023229
R3;66.44325084
R3;66.44299715
R1;51.07837159
R1;51.04268518
R1;51.04673728
R2;60.15734217
R1;51.05329748
R1;51.06138528
R3;66.46492319
R2;60.13906682
R1;51.04851409
R1;51.05256481
R3;66.44128501
R1;51.06061496
R3;66.46185063
R3;66.44857301
R3;66.44167469
R1;51.08739321
R1;51.0670845
R2;60.1552624
R1;51.06471321
R3;66.45479622
R3;66.44920892
R2;60.14601289
R1;51.09252587
R3;66.45581613
R2;60.15885444
R2;60.16831989
R3;66.45446225
R2;60.15796237
R1;51.06809869
R1;51.06574642
R1;51.05867656
R3;66.45146486
R2;60.15917106
R1;51.07014016
R2;60.17484509
R3;66.44056459
R1;51.06440169
R1;51.04994605
R2;60.14958998
R3;66.4560256
R1;51.06403401
R2;60.15653667
R1;51.06176503
R2;60.15549658
R2;60.16863462
R3;66.44175693
R2;60.15832025
R3;66.46065576
R2;60.17198831
R2;60.16898253
R1;51.06699744
R3;66.45668024
R3;66.45031181
R3;66.44064316
R1;51.07062607
R2;60.16372431
R1;51.0476205
R2;60.15348268
R3;66.45699957
R1;51.04870424
R1;51.05667296
R2;60.15967685
R2;60.15319785
R2;60.1507621
R1;51.06171996
R1;51.0756723
R1;51.0596558
R3;66.44991811
R1;51.06388502
R1;51.06363297
R2;60.17500147
R2;60.16753077
R3;66.4475121
R2;60.17588639
R2;60.15778544
R2;60.16351845
R2;60.1681672
R1;51.0707707
R2;60.15571531
R2;60.15727483
R2;60.16018625
R3;66.45348871
R3;66.43246665
R1;51.05231197
R1;51.05626215
R3;66.44808354
R1;51.05323925
R2;60.16369898
R2;60.15335626
R2;60.16710965
R1;51.05586009
R2;60.17474103
R2;60.16660508
R2;60.13609659
R1;51.0528249
R2;60.17690479
R3;66.42425293
R2;60.15907774
R2;60.16378991
R2;60.16721811
R1;51.06664139
R2;60.16538669
R3;66.45214397
R2;60.16048112
R2;60.1691915
R3;66.44252726
R1;51.06558776
R3;66.43541888
R2;60.16615719
R3;66.45850998
R3;66.43999422
R2;60.14893967
R2;60.17184749
R1;51.07042248
R1;51.0545759
R3;66.45709766
R2;60.14345597
R2;60.16684432
R3;66.45551738
R3;66.4474914
R2;60.18257446
R2;60.1350059
R1;51.06915859
R3;66.44936817
R1;51.03543269
R2;60.17478413
R3;66.45218149
R3;66.43941999
R2;60.14970438
R1;51.06042905
R3;66.45353979
R1;51.06600582
R1;51.05927086
R3;66.45062634
R1;51.06300051
R3;66.44211114
R1;51.0463269
R1;51.08298625
R3;66.43182034
R3;66.44233144
R3;66.44778097
R2;60.12874699
R2;60.16122376
R1;51.03071341
R1;51.0531998
R3;66.45818364
R2;60.1546803
R2;60.14291494
R3;66.45850401
R1;51.04261889
R1;51.05893181
R3;66.43633833
R1;51.05717653
R2;60.16426278
R2;60.14842664
R1;51.07316583
R3;66.45363436
R1;51.06532544
R1;51.03870177
R2;60.16235066
R2;60.18394896
R3;66.45962208
R1;51.07487761
R1;51.06629344
R1;51.06084697
R1;51.04641607
R2;60.15662272
R1;51.05723198
R1;51.05444551
R2;60.15059296
R1;51.05116864
R1;51.07330768
R3;66.4514331
R3;66.44143909
R3;66.44744362
R2;60.14346573
R2;60.16973583
R3;66.44424403
R2;60.14878096
R3;66.46261861
R1;51.03902542
R2;60.16333525
R1;51.05963506
R1;51.05903355
R1;51.0570668
R2;60.1388972
R3;66.43865016
R2;60.16186584
R3;66.43924875
R3;66.45240983
R3;66.44407947
R3;66.44703279
R1;51.05810722
R2;60.16540049
R1;51.06216432
R2;60.17296685
R3;66.45461476
R3;66.43752739
R1;51.052371
R3;66.44097351
R3;66.44694426
R2;60.15539672
R2;60.16343594
R1;51.06332519
R2;60.14896644
R3;66.4564454
R3;66.4424965
R1;51.06465618
R3;66.44885011
R3;66.45418823
R2;60.17336828
R2;60.16163347
R3;66.43282981
R3;66.45698628
R3;66.44186666
R2;60.15112228
R1;51.07029141
R1;51.05833585
R2;60.15641517
R3;66.4619058
R1;51.06446145
R1;51.07172067
R2;60.15992425
R2;60.16021199
R1;51.07677024
R2;60.16970184
R3;66.45785533
R3;66.43396479
R2;60.15874453
R1;51.07795234
R1;51.04519673
R1;51.04016168
R3;66.45679815
R1;51.05906527
R3;66.45105277
R1;51.04574284
R2;60.15938658
R1;51.06753361
R1;51.06139715
R1;51.06657886
R3;66.47907311
R3;66.46242886
R1;51.02786516
R1;51.06852256
R2;60.16158917
R3;66.46840092
R2;60.16987225
R1;51.06797135
R1;51.05606728
R2;60.15982164
R2;60.16225744
R1;51.06481727
R2;60.16737037
R2;60.16980542
R1;51.05419339
R1;51.0700175
R1;51.06726837
R2;60.1681424
R1;51.06836087
R2;60.17896721
R1;51.07453264
R3;66.44672654
R2;60.13682712
R3;66.4714005
R1;51.0416826
R2;60.16018322
R3;66.44764036
R1;51.06620908
R1;51.07814146
R3;66.4452281
R2;60.17450865
R1;51.05954134
R3;66.44457792
R2;60.16079269
R1;51.06628951
R2;60.15234635
R3;66.45845395
R3;66.45469176
R1;51.06202349
R2;60.14771076
R3;66.45777318
R2;60.15716975
R2;60.15606598
R3;66.45339106
